variable,Long,column,DataPack file,year
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 35 44 Years,C21_P_CL_CL_nfd_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 45 54 Years,C21_P_CL_CL_nfd_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 55 64 Years,C21_P_CL_CL_nfd_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 65 74 Years,C21_P_CL_CL_nfd_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 75 84 Years,C21_P_CL_CL_nfd_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 85 Years And Over,C21_P_CL_CL_nfd_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Total,C21_P_CL_CL_nfd_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 15 19 Years,C21_P_CL_Tot_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 20 24 Years,C21_P_CL_Tot_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 25 34 Years,C21_P_CL_Tot_25_34,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 35 44 Years,C21_P_CL_Tot_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 45 54 Years,C21_P_CL_Tot_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 55 64 Years,C21_P_CL_Tot_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 65 74 Years,C21_P_CL_Tot_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 75 84 Years,C21_P_CL_Tot_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Age 85 Years And Over,C21_P_CL_Tot_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Total Total,C21_P_CL_Tot_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 15 19 Years,C21_P_LE_ID_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 20 24 Years,C21_P_LE_ID_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 25 34 Years,C21_P_LE_ID_25_34,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 35 44 Years,C21_P_LE_ID_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 45 54 Years,C21_P_LE_ID_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 55 64 Years,C21_P_LE_ID_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 65 74 Years,C21_P_LE_ID_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 75 84 Years,C21_P_LE_ID_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Age 85 Years And Over,C21_P_LE_ID_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Inadequately Described Total,C21_P_LE_ID_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 15 19 Years,C21_P_LE_NS_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 20 24 Years,C21_P_LE_NS_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 25 34 Years,C21_P_LE_NS_25_34,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 35 44 Years,C21_P_LE_NS_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 45 54 Years,C21_P_LE_NS_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 55 64 Years,C21_P_LE_NS_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 65 74 Years,C21_P_LE_NS_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 75 84 Years,C21_P_LE_NS_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Age 85 Years And Over,C21_P_LE_NS_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Level Of Education Not Stated Total,C21_P_LE_NS_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 15 19 Years,C21_P_Tot_15_19_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 20 24 Years,C21_P_Tot_20_24_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 25 34 Years,C21_P_Tot_25_34_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 35 44 Years,C21_P_Tot_35_44_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 45 54 Years,C21_P_Tot_45_54_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 55 64 Years,C21_P_Tot_55_64_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 65 74 Years,C21_P_Tot_65_74_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 75 84 Years,C21_P_Tot_75_84_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Age 85 Years And Over,C21_P_Tot_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Total Total,C21_P_Tot_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 15 19 Years,C11_F_CL_Tot_15_19,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 20 24 Years,C11_F_CL_Tot_20_24,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 25 34 Years,C11_F_CL_Tot_25_34,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 35 44 Years,C11_F_CL_Tot_35_44,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 45 54 Years,C11_F_CL_Tot_45_54,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 55 64 Years,C11_F_CL_Tot_55_64,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 65 74 Years,C11_F_CL_Tot_65_74,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 75 84 Years,C11_F_CL_Tot_75_84,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Age 85 Years And Over,C11_F_CL_Tot_85over,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Certificate Level Total Total,C11_F_CL_Tot_Tot,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 15 19 Years,C11_F_LE_ID_15_19,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 20 24 Years,C11_F_LE_ID_20_24,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 25 34 Years,C11_F_LE_ID_25_34,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 35 44 Years,C11_F_LE_ID_35_44,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 45 54 Years,C11_F_LE_ID_45_54,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 55 64 Years,C11_F_LE_ID_55_64,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 65 74 Years,C11_F_LE_ID_65_74,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 75 84 Years,C11_F_LE_ID_75_84,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Age 85 Years And Over,C11_F_LE_ID_85over,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Inadequately Described Total,C11_F_LE_ID_Tot,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 15 19 Years,C11_F_LE_NS_15_19,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 20 24 Years,C11_F_LE_NS_20_24,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 25 34 Years,C11_F_LE_NS_25_34,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 35 44 Years,C11_F_LE_NS_35_44,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 45 54 Years,C11_F_LE_NS_45_54,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 55 64 Years,C11_F_LE_NS_55_64,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 65 74 Years,C11_F_LE_NS_65_74,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 75 84 Years,C11_F_LE_NS_75_84,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Age 85 Years And Over,C11_F_LE_NS_85over,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Level Of Education Not Stated Total,C11_F_LE_NS_Tot,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 15 19 Years,C11_F_Tot_15_19_yrs,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 20 24 Years,C11_F_Tot_20_24_yrs,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 25 34 Years,C11_F_Tot_25_34_yrs,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 35 44 Years,C11_F_Tot_35_44_yrs,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 45 54 Years,C11_F_Tot_45_54_yrs,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 55 64 Years,C11_F_Tot_55_64_yrs,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 65 74 Years,C11_F_Tot_65_74_yrs,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 75 84 Years,C11_F_Tot_75_84_yrs,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Age 85 Years And Over,C11_F_Tot_85over,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2011 Census Females Total Total,C11_F_Tot_Tot,T31C,2011
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 15 19 Years,C16_F_Post_Deg_15_19_yrs,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 20 24 Years,C16_F_Post_Deg_20_24_yrs,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 25 34 Years,C16_F_Post_Deg_25_34_yrs,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 35 44 Years,C16_F_Post_Deg_35_44_yrs,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 45 54 Years,C16_F_Post_Deg_45_54_yrs,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 55 64 Years,C16_F_Post_Deg_55_64_yrs,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 65 74 Years,C16_F_Post_Deg_65_74_yrs,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 75 84 Years,C16_F_Post_Deg_75_84_yrs,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Age 85 Years And Over,C16_F_Post_Deg_85over,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Postgraduate Degree Level Total,C16_F_Post_Deg_Tot,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Graduate Diploma And Graduate Certificate Level Age 15 19 Years,C16_F_GrDip_GrCe_15_19,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Graduate Diploma And Graduate Certificate Level Age 20 24 Years,C16_F_GrDip_GrCe_20_24,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Graduate Diploma And Graduate Certificate Level Age 25 34 Years,C16_F_GrDip_GrCe_25_34,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Graduate Diploma And Graduate Certificate Level Age 35 44 Years,C16_F_GrDip_GrCe_35_44,T31C,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Females Graduate Diploma And Graduate Certificate Level Age 45 54 Years,C16_F_GrDip_GrCe_45_54,T31C,2016
